297 1007
131 162 -44
131 163 100
131 164 -44
131 165 100
131 166 -44
131 167 -44
131 168 100
131 169 -44
131 170 -44
131 171 -44
131 172 100
131 173 100
131 174 100
131 175 100
131 176 100
131 177 100
131 178 100
131 179 -44
131 180 -44
131 181 -44
131 182 -44
131 183 -44
131 184 100
131 185 -44
131 186 100
131 187 100
131 188 100
131 189 -44
131 190 -44
131 191 -44
131 192 -44
131 193 -44
131 194 100
131 195 100
131 196 100
131 197 100
131 198 -44
131 199 -44
131 200 -44
131 201 -44
131 202 100
131 203 -44
131 204 -44
131 205 100
131 206 -44
131 207 100
131 208 -44
131 209 -44
131 210 100
131 211 -44
131 212 100
131 213 100
131 214 -44
131 215 100
131 216 100
131 217 100
131 218 100
131 219 100
131 220 -44
131 221 -44
131 222 -44
131 223 -44
131 224 -44
131 225 -44
131 226 100
131 227 -44
131 228 100
131 229 -44
131 230 100
131 231 100
131 232 -44
131 233 -44
131 234 -44
131 235 100
131 236 100
131 237 100
131 238 100
131 239 -44
131 240 -44
131 241 -44
131 242 -44
131 243 100
131 244 -44
131 245 -44
131 246 -44
131 247 100
131 248 -44
131 249 -44
131 250 100
131 251 100
131 252 -44
131 253 -44
131 254 -44
131 255 -44
131 256 -44
131 257 100
131 258 -44
131 259 -44
131 260 -44
131 261 100
131 262 100
131 263 100
131 264 100
131 265 -44
131 266 100
131 267 -44
131 268 100
131 269 -44
131 270 100
131 271 100
131 272 100
131 273 -44
131 274 -44
131 275 100
131 276 -44
131 277 -44
131 278 -44
131 279 100
131 280 -44
131 281 100
131 282 100
131 283 100
131 284 -44
131 285 -44
131 286 -44
131 287 -44
131 288 100
131 289 100
131 290 -44
131 291 100
131 292 100
131 293 -44
131 294 100
131 295 100
131 296 100
131 297 100
132 167 -100
132 223 -100
132 234 -100
133 204 -100
133 236 -100
134 222 -100
134 254 -100
134 259 -100
135 160 -100
135 190 -100
135 225 -100
135 230 -100
136 187 -100
136 221 -100
137 165 -100
137 208 -100
137 238 -100
138 175 -100
138 217 -100
138 233 -100
139 157 -100
139 250 -100
139 282 -100
140 176 -100
140 186 -100
140 212 -100
141 142 -100
141 166 -100
141 182 -100
142 198 -100
142 287 -100
142 292 -100
143 180 -100
143 212 -100
143 274 -100
144 173 -100
145 163 -100
145 165 -100
145 237 -100
145 250 -100
146 163 -100
146 237 -100
146 238 -100
146 282 -100
147 152 -100
147 211 -100
149 193 -100
149 244 -100
149 265 -100
150 254 -100
150 275 -100
151 185 -100
151 208 -100
152 280 -100
153 204 -100
154 214 -100
154 220 -100
154 245 -100
155 202 -100
155 205 -100
155 271 -100
155 283 -100
156 236 -100
157 194 100
158 201 -100
158 202 -100
158 231 -100
158 243 -100
159 236 -100
159 250 100
160 273 -100
161 171 -100
161 203 -100
161 293 -100
162 240 -100
162 267 -100
162 290 -100
164 229 -100
164 258 -100
164 268 -100
165 272 -100
166 198 -100
166 266 -100
166 287 -100
168 175 -100
168 200 -100
168 217 -100
170 239 -100
171 246 -100
172 193 -100
172 228 -100
173 213 -100
173 247 -100
175 207 100
175 218 -100
175 281 -100
176 205 -100
176 215 -100
177 217 100
177 230 -100
177 294 -100
178 243 -100
178 271 -100
178 283 -100
180 255 -100
181 239 -100
182 195 -100
182 198 -100
182 287 -100
183 192 -100
183 206 -100
183 209 -100
184 228 -100
184 265 -100
186 216 -100
186 270 -100
187 195 100
187 226 -100
188 210 -100
188 228 -100
188 268 -100
189 201 -100
189 285 -100
190 273 -100
191 192 -100
191 206 -100
191 209 -100
191 283 -100
192 242 -100
193 269 -100
194 236 -100
195 295 -100
197 205 -100
197 215 -100
199 221 -100
199 241 -100
199 277 -100
200 253 -100
201 249 -100
201 260 -100
201 286 -100
202 262 -100
202 289 -100
203 246 -100
204 252 -100
204 278 -100
205 288 -100
206 242 -100
207 230 -100
207 294 -100
209 242 -100
210 219 -100
211 280 -100
212 216 -100
212 270 -100
214 251 -100
215 288 -100
216 288 -100
217 218 -100
217 281 -100
219 268 -100
221 276 -100
222 257 -100
224 240 -100
224 267 -100
224 290 -100
225 273 -100
226 235 -100
227 235 -100
227 240 -100
227 267 -100
227 290 -100
229 232 -100
229 256 -100
230 261 -100
230 291 -100
231 262 -100
231 289 -100
231 295 -100
232 258 -100
233 253 -100
235 264 -100
235 297 -100
238 272 -100
240 248 -100
241 276 -100
242 271 -100
243 262 -100
243 289 -100
244 269 -100
246 247 -100
246 293 -100
248 267 -100
248 290 -100
249 285 -100
251 264 -100
253 284 -100
255 274 -100
256 258 -100
257 275 -100
260 285 -100
261 294 -100
265 269 -100
266 295 -100
275 294 -100
276 277 -100
279 295 -100
281 284 -100
285 286 -100
291 294 -100
292 295 -100
