500 5000
14 357 3
14 396 3
14 442 1
14 444 2
14 488 -1
15 23 2
15 46 -1
15 49 1
15 99 3
15 113 1
15 125 1
15 151 -1
15 153 2
15 157 1
15 237 -1
15 245 -1
15 248 2
15 252 3
15 262 2
15 398 1
15 404 3
15 426 1
15 455 -1
15 500 2
16 68 2
16 82 -1
16 104 2
16 218 3
16 242 3
16 268 -1
16 339 -1
16 357 1
16 376 2
16 385 1
16 421 -1
16 434 2
16 460 3
16 469 3
16 473 2
16 488 2
16 493 3
16 499 3
17 36 1
17 67 1
17 94 2
17 127 3
17 142 -1
17 170 3
17 173 1
17 226 -1
17 227 -1
17 248 3
17 252 1
17 257 2
17 335 1
17 354 1
17 355 2
17 374 3
17 377 -1
17 435 3
17 448 1
17 467 -1
17 483 -1
18 24 2
18 59 1
18 84 3
18 86 2
18 88 3
18 123 2
18 125 2
18 134 -1
18 181 1
18 186 3
18 221 2
18 240 1
18 252 2
18 295 3
18 306 3
18 424 -1
18 446 1
18 455 3
19 34 1
19 75 -1
19 110 1
19 126 2
19 163 3
19 166 2
19 209 -1
19 246 -1
19 248 -1
19 268 -1
19 326 3
19 368 3
19 383 -1
19 426 2
20 45 3
20 47 -1
20 75 2
20 118 -1
20 171 2
20 172 3
20 212 2
20 226 1
20 236 3
20 286 1
20 296 1
20 329 3
20 332 -1
20 334 -1
20 361 -1
20 367 2
20 379 2
20 393 -1
20 425 3
20 436 -1
20 443 2
20 486 1
20 487 3
21 33 -1
21 88 1
21 94 2
21 161 -1
21 168 -1
21 188 1
21 199 3
21 225 3
21 274 3
21 280 2
21 306 3
21 320 -1
21 348 3
21 374 2
21 378 -1
21 434 2
21 438 2
21 470 1
21 471 3
22 33 -1
22 35 2
22 96 1
22 131 2
22 135 3
22 155 -1
22 210 1
22 211 3
22 213 2
22 225 -1
22 236 3
22 291 2
22 299 1
22 313 -1
22 410 1
22 443 1
22 472 1
22 495 2
23 33 2
23 85 -1
23 99 -1
23 114 1
23 155 -1
23 166 2
23 248 -1
23 250 -1
23 267 3
23 304 2
23 351 3
23 363 1
23 409 3
23 420 -1
23 423 2
23 461 3
24 61 2
24 62 2
24 67 1
24 89 3
24 112 -1
24 135 1
24 140 2
24 141 3
24 180 2
24 200 1
24 260 3
24 304 1
24 315 -1
24 332 -1
24 343 1
24 355 -1
24 358 2
24 385 -1
24 389 2
24 432 2
24 459 1
24 475 -1
25 37 -1
25 86 1
25 107 -1
25 109 2
25 140 -1
25 155 1
25 169 -1
25 180 -1
25 203 3
25 211 2
25 257 3
25 304 1
25 331 2
25 354 1
25 363 1
25 367 3
25 385 1
25 391 3
25 394 2
25 428 3
25 448 3
25 472 2
25 495 3
26 54 2
26 66 -1
26 69 -1
26 75 1
26 102 2
26 124 1
26 148 2
26 188 -1
26 232 -1
26 233 1
26 268 -1
26 304 2
26 320 1
26 380 1
26 381 3
26 386 -1
26 418 1
26 455 -1
26 472 3
26 493 -1
26 499 2
27 55 3
27 120 -1
27 163 2
27 167 1
27 172 2
27 178 -1
27 213 3
27 278 2
27 286 2
27 289 1
27 323 2
27 350 2
27 363 1
27 382 1
27 384 1
27 439 -1
27 492 2
28 54 -1
28 62 2
28 69 -1
28 132 -1
28 147 3
28 152 -1
28 212 2
28 214 -1
28 224 -1
28 227 1
28 285 -1
28 292 3
28 295 -1
28 324 1
28 390 2
28 425 3
28 428 1
28 445 2
29 51 -1
29 60 1
29 79 1
29 92 2
29 140 1
29 143 2
29 153 -1
29 177 2
29 230 3
29 286 3
29 319 1
29 330 3
29 332 -1
29 356 3
29 360 2
29 365 1
29 366 3
29 396 -1
29 399 -1
29 409 3
29 422 -1
29 471 -1
29 484 -1
30 54 1
30 90 -1
30 120 3
30 124 3
30 198 2
30 240 3
30 301 2
30 325 3
30 384 2
30 404 -1
30 418 1
30 467 2
30 468 3
30 471 3
30 473 1
30 485 1
31 35 2
31 45 3
31 84 2
31 110 -1
31 159 3
31 170 1
31 179 2
31 203 3
31 204 -1
31 242 -1
31 321 2
31 336 3
31 359 -1
31 361 3
31 381 3
31 423 1
31 424 2
32 92 2
32 93 2
32 192 -1
32 206 1
32 226 2
32 305 1
32 316 -1
32 379 -1
32 380 3
32 395 3
32 400 1
32 432 2
32 438 1
32 465 2
32 484 2
32 485 1
32 490 -1
33 64 3
33 68 -1
33 81 1
33 128 -1
33 183 -1
33 187 1
33 198 2
33 213 -1
33 214 3
33 256 2
33 282 1
33 294 3
33 307 1
33 353 -1
33 360 1
33 467 2
34 38 3
34 53 3
34 61 -1
34 74 3
34 108 3
34 119 3
34 146 3
34 237 1
34 243 3
34 253 2
34 256 3
34 264 3
34 273 1
34 307 1
34 309 2
34 354 2
34 360 2
34 361 3
34 402 2
34 417 -1
34 448 -1
35 141 -1
35 154 3
35 157 3
35 162 2
35 186 1
35 256 2
35 317 2
35 327 3
35 358 1
35 374 -1
35 415 1
35 427 2
35 440 2
35 444 3
35 475 2
35 479 2
36 79 1
36 123 3
36 143 2
36 166 3
36 186 2
36 200 1
36 221 1
36 294 -1
36 325 2
36 331 -1
36 340 -1
36 355 -1
36 378 -1
36 409 2
36 427 3
36 431 -1
36 468 1
37 65 2
37 66 2
37 90 1
37 93 1
37 172 -1
37 219 3
37 273 3
37 277 2
37 294 3
37 306 2
37 339 -1
37 346 2
37 365 -1
37 371 1
37 386 3
37 390 -1
37 400 -1
37 485 1
37 496 -1
37 497 2
38 41 -1
38 42 3
38 43 2
38 55 3
38 111 -1
38 133 -1
38 148 -1
38 156 1
38 168 1
38 190 2
38 214 2
38 261 3
38 281 3
38 297 3
38 368 1
38 375 1
38 381 -1
38 388 3
38 429 1
38 432 1
38 486 2
38 494 3
39 50 -1
39 57 3
39 77 1
39 119 3
39 151 3
39 156 1
39 261 2
39 273 2
39 292 2
39 294 3
39 428 3
39 441 1
39 445 1
39 449 2
39 494 3
40 72 -1
40 86 2
40 128 3
40 151 3
40 162 3
40 208 -1
40 210 2
40 213 -1
40 240 2
40 252 -1
40 283 -1
40 292 2
40 324 1
40 371 3
40 409 1
40 469 3
40 473 3
40 487 1
41 52 1
41 81 1
41 103 1
41 109 1
41 129 1
41 177 -1
41 218 -1
41 242 3
41 272 2
41 281 2
41 297 -1
41 308 2
41 363 -1
41 388 1
41 394 3
41 438 3
41 448 2
41 455 1
41 487 3
42 59 -1
42 127 -1
42 128 -1
42 141 2
42 162 -1
42 164 1
42 258 -1
42 318 -1
42 333 2
42 364 2
42 376 1
42 396 2
42 413 -1
42 437 3
42 477 -1
42 482 3
42 485 1
42 493 3
43 72 1
43 88 2
43 92 2
43 119 1
43 123 2
43 201 3
43 213 -1
43 245 -1
43 267 -1
43 320 -1
43 339 3
43 404 1
43 406 1
43 413 1
43 419 -1
43 424 2
43 435 2
43 450 -1
43 466 2
43 488 3
44 62 1
44 86 2
44 87 1
44 158 -1
44 175 2
44 201 1
44 275 -1
44 287 1
44 300 1
44 308 2
44 412 3
44 431 -1
44 439 2
44 447 3
44 463 3
44 468 1
44 480 3
44 493 1
45 49 2
45 142 2
45 186 2
45 249 2
45 307 3
45 308 -1
45 310 1
45 365 1
45 380 3
45 390 1
45 395 -1
45 417 3
45 430 3
45 434 3
45 497 2
46 89 1
46 115 1
46 138 2
46 167 1
46 189 -1
46 240 1
46 262 2
46 271 2
46 279 -1
46 354 1
46 356 1
46 363 -1
46 393 2
46 400 1
46 413 -1
46 424 -1
46 451 3
46 461 1
46 469 -1
46 475 2
47 132 -1
47 157 1
47 161 3
47 185 3
47 257 3
47 259 2
47 292 2
47 309 3
47 396 -1
47 436 -1
47 479 1
47 480 1
48 53 2
48 79 3
48 94 -1
48 98 -1
48 177 3
48 222 3
48 223 3
48 236 1
48 276 3
48 279 1
48 301 2
48 330 2
48 335 1
48 344 1
48 364 1
48 373 3
48 409 -1
48 418 1
48 421 2
48 433 3
48 438 1
48 456 3
48 478 2
49 74 2
49 93 -1
49 142 2
49 166 -1
49 170 3
49 190 2
49 223 2
49 274 -1
49 331 -1
49 426 -1
49 427 3
49 441 2
49 498 2
50 72 2
50 79 -1
50 89 -1
50 147 2
50 154 1
50 194 3
50 217 -1
50 219 3
50 243 3
50 279 2
50 283 1
50 294 1
50 302 3
50 328 2
50 410 1
50 412 3
50 415 1
50 459 3
51 63 1
51 73 2
51 81 3
51 132 3
51 149 1
51 151 1
51 158 1
51 163 3
51 171 2
51 179 2
51 218 2
51 250 2
51 277 2
51 278 1
51 306 3
51 311 1
51 337 2
51 349 -1
51 354 2
51 362 -1
51 398 -1
51 428 2
51 455 3
51 463 -1
51 481 3
51 483 2
51 490 2
52 62 1
52 66 1
52 84 -1
52 168 2
52 182 -1
52 187 2
52 233 2
52 236 -1
52 275 1
52 292 2
52 296 -1
52 380 3
52 402 2
52 437 -1
52 461 -1
53 65 -1
53 77 1
53 79 1
53 96 3
53 102 2
53 141 2
53 146 1
53 177 2
53 181 3
53 184 1
53 200 3
53 215 2
53 240 3
53 290 3
53 308 3
53 312 -1
53 335 1
53 340 3
53 346 3
53 350 1
53 386 -1
53 415 1
54 59 3
54 63 -1
54 65 3
54 113 3
54 119 -1
54 141 1
54 151 -1
54 182 -1
54 233 2
54 249 -1
54 278 1
54 297 -1
54 332 -1
54 337 -1
54 344 2
54 363 3
54 375 2
54 445 -1
54 475 2
54 485 3
55 73 2
55 120 -1
55 126 3
55 158 3
55 163 -1
55 176 3
55 237 2
55 245 3
55 284 1
55 335 -1
55 390 -1
55 448 -1
55 465 3
56 64 3
56 96 2
56 106 2
56 138 -1
56 149 2
56 173 3
56 217 3
56 221 3
56 258 -1
56 295 2
56 308 2
56 372 1
56 416 3
56 448 3
56 475 2
57 152 1
57 154 -1
57 155 -1
57 166 1
57 210 3
57 233 1
57 277 -1
57 361 1
57 376 2
57 390 -1
57 420 2
57 424 2
57 425 2
57 489 -1
58 84 2
58 122 -1
58 161 -1
58 174 -1
58 185 -1
58 215 2
58 224 3
58 274 -1
58 298 3
58 335 2
58 342 3
58 360 1
58 362 3
58 369 2
58 373 3
58 378 1
58 411 1
58 439 3
58 461 -1
58 466 -1
58 473 1
58 489 3
58 497 1
59 71 2
59 108 3
59 183 -1
59 186 1
59 189 1
59 194 1
59 206 1
59 214 3
59 287 1
59 303 -1
59 348 1
59 369 -1
59 399 3
59 401 3
59 402 3
59 426 3
59 450 -1
60 83 2
60 89 2
60 94 -1
60 111 2
60 122 3
60 124 3
60 186 1
60 208 3
60 246 1
60 252 1
60 264 1
60 287 3
60 344 1
60 397 3
60 479 2
60 492 2
61 91 1
61 118 1
61 123 3
61 133 1
61 189 -1
61 192 3
61 193 1
61 194 1
61 203 1
61 254 2
61 260 2
61 280 1
61 296 1
61 327 2
61 329 -1
61 371 -1
61 383 2
61 392 -1
61 405 1
61 411 3
61 412 2
61 419 -1
61 447 -1
61 493 -1
62 72 1
62 86 3
62 91 1
62 93 2
62 123 1
62 163 1
62 173 -1
62 185 -1
62 200 1
62 237 3
62 238 1
62 242 1
62 333 -1
62 380 1
62 383 -1
62 413 -1
62 432 1
62 452 2
63 87 3
63 109 -1
63 163 -1
63 249 3
63 262 1
63 282 2
63 307 1
63 493 1
64 97 1
64 107 -1
64 164 3
64 174 1
64 179 2
64 196 3
64 211 1
64 226 3
64 300 3
64 327 3
64 329 2
64 365 3
64 366 1
64 373 2
64 381 2
64 393 1
64 403 1
64 404 2
64 406 1
64 447 1
64 451 2
64 454 3
64 484 2
64 495 2
65 81 1
65 89 -1
65 108 3
65 117 -1
65 125 3
65 126 -1
65 175 -1
65 187 2
65 248 3
65 269 2
65 274 1
65 276 2
65 294 1
65 301 3
65 349 -1
65 357 2
65 390 3
65 420 -1
65 425 -1
65 438 2
65 465 2
65 488 2
66 83 1
66 96 3
66 100 1
66 107 2
66 124 2
66 140 3
66 210 -1
66 246 -1
66 251 2
66 255 2
66 343 1
66 355 2
66 364 3
66 370 -1
66 382 3
66 393 -1
66 402 2
66 443 3
66 474 1
66 482 1
66 499 3
67 99 2
67 154 -1
67 176 2
67 241 -1
67 249 -1
67 251 -1
67 311 -1
67 319 3
67 340 3
67 345 3
67 353 2
67 399 1
67 424 1
67 440 -1
68 102 3
68 131 3
68 142 3
68 144 2
68 150 1
68 163 -1
68 215 3
68 223 3
68 254 -1
68 270 1
68 300 -1
68 432 2
68 460 1
68 471 -1
69 85 1
69 86 3
69 104 1
69 140 3
69 182 3
69 219 -1
69 242 -1
69 271 2
69 279 1
69 281 3
69 318 1
69 338 1
69 379 3
69 388 1
69 399 -1
69 426 1
69 430 -1
69 432 1
69 477 -1
70 89 -1
70 137 3
70 192 3
70 222 1
70 237 1
70 277 1
70 332 2
70 388 -1
70 393 2
70 472 3
70 476 2
70 489 -1
71 106 -1
71 123 -1
71 132 3
71 152 2
71 192 -1
71 246 3
71 279 2
71 346 2
71 437 2
71 450 1
71 460 3
71 472 1
71 474 3
72 141 3
72 153 2
72 159 2
72 165 2
72 174 2
72 192 3
72 193 -1
72 198 1
72 200 3
72 218 3
72 220 1
72 238 -1
72 246 2
72 248 3
72 254 1
72 276 2
72 283 -1
72 286 3
72 298 3
72 341 1
72 359 1
72 375 3
72 429 3
72 460 1
72 463 3
72 474 -1
72 475 2
73 90 2
73 97 3
73 130 2
73 148 1
73 177 2
73 190 -1
73 192 1
73 210 -1
73 216 3
73 243 1
73 261 3
73 277 3
73 286 2
73 299 3
73 361 3
73 365 3
73 397 1
73 416 -1
73 430 3
73 485 -1
74 76 3
74 126 -1
74 146 1
74 174 1
74 190 1
74 203 2
74 225 2
74 231 2
74 278 -1
74 301 2
74 335 1
74 336 3
74 348 -1
74 368 1
74 445 3
74 485 -1
74 500 2
75 117 1
75 145 3
75 172 2
75 183 -1
75 188 2
75 218 1
75 228 3
75 260 2
75 263 1
75 264 3
75 265 3
75 305 -1
75 318 3
75 342 2
75 345 2
75 351 3
75 353 1
75 362 1
75 397 3
75 410 2
75 433 3
75 454 -1
75 466 2
76 100 1
76 103 1
76 177 -1
76 183 3
76 188 1
76 236 2
76 259 2
76 260 3
76 301 3
76 312 1
76 325 3
76 356 2
76 363 -1
76 386 1
76 421 3
77 132 3
77 151 1
77 183 -1
77 186 -1
77 191 -1
77 225 3
77 245 -1
77 252 3
77 255 3
77 295 1
77 302 3
77 319 1
77 358 3
77 405 2
77 467 1
77 490 1
78 93 3
78 105 2
78 131 1
78 136 1
78 143 -1
78 166 3
78 167 3
78 202 -1
78 232 2
78 258 1
78 266 1
78 269 1
78 275 1
78 302 3
78 307 3
78 310 2
78 403 1
78 433 -1
78 471 2
79 80 -1
79 81 2
79 92 1
79 128 3
79 145 -1
79 148 2
79 174 2
79 183 2
79 227 1
79 252 3
79 256 2
79 263 2
79 287 3
79 297 1
79 311 3
79 322 1
79 345 2
79 398 3
79 405 3
79 429 -1
79 459 -1
79 483 -1
79 485 3
79 498 2
80 105 -1
80 108 1
80 125 2
80 156 -1
80 192 2
80 195 2
80 197 3
80 207 1
80 208 2
80 269 2
80 299 2
80 326 1
80 332 3
80 337 -1
80 350 3
80 366 2
80 417 2
80 422 -1
80 428 2
80 433 3
81 84 -1
81 92 -1
81 112 -1
81 123 3
81 159 -1
81 174 1
81 179 2
81 200 3
81 207 3
81 212 3
81 225 2
81 276 3
81 278 -1
81 307 2
81 383 -1
81 397 2
81 406 1
81 422 3
81 429 1
81 460 3
81 462 2
81 467 1
82 107 3
82 109 -1
82 163 2
82 164 -1
82 209 -1
82 223 1
82 238 2
82 284 3
82 317 3
82 324 1
82 344 -1
82 370 3
82 387 -1
82 417 -1
82 476 -1
82 490 -1
82 493 3
83 95 1
83 107 1
83 115 1
83 148 2
83 193 -1
83 208 -1
83 307 1
83 318 1
83 345 3
83 358 -1
83 395 -1
83 430 3
83 432 3
83 488 1
84 114 3
84 169 -1
84 170 2
84 231 -1
84 268 -1
84 272 2
84 312 1
84 322 2
84 349 -1
84 394 3
84 405 -1
84 412 1
84 435 1
84 449 3
84 451 2
84 459 -1
84 480 -1
85 92 -1
85 122 -1
85 126 1
85 141 1
85 145 2
85 181 -1
85 183 3
85 188 3
85 206 3
85 212 3
85 233 2
85 255 -1
85 268 2
85 333 -1
85 342 1
85 388 2
85 408 1
85 428 3
85 473 -1
85 480 -1
85 484 1
85 486 2
85 489 -1
86 87 2
86 114 3
86 123 1
86 137 1
86 142 2
86 148 -1
86 155 2
86 321 1
86 326 3
86 328 3
86 427 3
86 449 -1
86 466 2
86 476 3
86 482 -1
86 483 3
87 88 -1
87 100 -1
87 144 2
87 149 -1
87 186 1
87 209 3
87 239 3
87 287 3
87 298 -1
87 312 -1
87 335 1
87 347 1
87 360 3
87 369 -1
87 389 2
87 412 -1
87 439 2
87 450 -1
88 89 2
88 112 1
88 123 -1
88 134 -1
88 140 -1
88 142 1
88 143 1
88 153 3
88 171 1
88 198 3
88 245 3
88 272 -1
88 280 1
88 309 1
88 358 1
88 395 2
88 472 -1
89 106 2
89 144 1
89 150 3
89 159 1
89 212 -1
89 218 3
89 231 -1
89 271 -1
89 292 2
89 296 2
89 299 1
89 300 1
89 339 3
89 369 -1
89 378 2
89 386 1
89 407 2
89 442 2
89 460 1
89 470 2
89 499 -1
90 94 2
90 138 3
90 156 3
90 306 -1
90 309 2
90 344 3
90 347 1
90 363 1
90 401 1
90 429 -1
90 489 3
91 99 -1
91 102 1
91 139 2
91 166 1
91 180 1
91 199 1
91 200 -1
91 268 3
91 282 -1
91 301 -1
91 308 -1
91 320 1
91 323 2
91 335 1
91 340 -1
91 341 -1
91 364 3
91 373 3
91 389 2
91 392 1
91 406 2
91 407 -1
91 451 2
91 487 -1
92 105 2
92 158 -1
92 168 3
92 208 -1
92 229 2
92 231 2
92 287 3
92 294 2
92 327 2
92 330 2
92 345 -1
92 380 1
92 392 2
92 430 1
92 474 3
92 492 3
93 103 -1
93 112 -1
93 193 3
93 210 3
93 258 -1
93 280 1
93 294 3
93 323 -1
93 351 -1
93 392 2
93 393 3
93 413 -1
93 420 2
93 425 2
93 428 3
93 462 1
93 497 1
94 110 -1
94 119 2
94 156 3
94 202 2
94 205 1
94 216 -1
94 301 -1
94 335 2
94 354 1
94 365 1
94 367 3
94 377 3
94 400 3
94 406 2
94 410 3
94 437 2
94 480 1
94 482 2
94 487 -1
94 489 3
95 117 -1
95 124 1
95 130 -1
95 133 2
95 135 2
95 155 1
95 157 1
95 205 2
95 211 -1
95 261 -1
95 314 3
95 347 -1
95 354 -1
95 436 -1
95 437 3
95 440 2
95 441 1
95 483 2
95 495 3
96 105 1
96 108 2
96 157 1
96 197 -1
96 249 3
96 268 3
96 287 2
96 297 3
96 312 3
96 317 -1
96 332 3
96 358 -1
96 381 -1
96 386 2
96 389 3
96 396 1
96 409 1
96 465 2
97 105 1
97 106 3
97 129 2
97 160 3
97 167 1
97 176 2
97 261 1
97 266 1
97 327 2
97 348 2
97 374 3
97 382 1
97 388 3
97 478 3
98 102 1
98 143 -1
98 166 -1
98 195 1
98 235 1
98 254 3
98 263 1
98 303 3
98 337 -1
98 356 3
98 429 -1
99 155 3
99 169 1
99 179 1
99 240 -1
99 310 3
99 330 -1
99 335 3
99 390 1
99 414 3
99 417 1
99 440 2
99 447 -1
99 457 1
99 466 -1
99 474 -1
100 145 1
100 153 1
100 173 3
100 179 1
100 208 3
100 220 -1
100 257 2
100 266 3
100 272 -1
100 302 1
100 347 3
100 388 1
100 413 -1
100 436 2
100 439 -1
100 492 -1
100 495 1
101 106 2
101 108 1
101 110 -1
101 198 1
101 211 1
101 232 2
101 242 3
101 284 1
101 287 2
101 341 -1
101 346 1
101 363 2
101 379 -1
101 412 -1
101 460 1
102 131 -1
102 179 2
102 182 2
102 290 2
102 294 3
102 355 3
102 372 -1
102 380 2
102 393 3
102 439 -1
102 442 -1
102 471 2
103 146 2
103 181 1
103 186 2
103 270 2
103 273 -1
103 274 3
103 275 3
103 304 2
103 311 1
103 312 2
103 346 -1
103 382 2
103 409 2
103 420 -1
103 435 -1
103 500 1
104 107 2
104 133 -1
104 171 -1
104 217 1
104 242 2
104 277 -1
104 282 1
104 295 -1
104 304 -1
104 372 1
104 374 3
104 377 1
104 393 -1
104 408 2
104 417 1
105 111 1
105 170 3
105 208 3
105 222 3
105 230 3
105 239 1
105 288 3
105 317 1
105 331 1
105 375 3
105 414 3
105 489 2
106 110 -1
106 116 2
106 132 3
106 148 -1
106 161 2
106 177 2
106 201 -1
106 239 2
106 268 1
106 272 -1
106 307 3
106 325 -1
106 379 3
106 390 -1
106 403 3
106 426 -1
106 430 3
106 441 3
106 442 -1
107 149 -1
107 213 -1
107 220 2
107 310 1
107 313 1
107 416 1
107 420 2
107 450 3
107 455 3
107 474 1
107 482 2
108 113 3
108 136 -1
108 154 -1
108 167 1
108 188 1
108 218 -1
108 255 1
108 266 1
108 272 2
108 296 -1
108 321 2
108 345 1
108 353 3
108 368 1
108 372 1
108 373 2
108 405 -1
108 425 -1
108 431 3
108 471 1
108 484 -1
108 489 3
109 112 2
109 116 3
109 132 1
109 177 -1
109 220 3
109 242 1
109 268 2
109 299 1
109 317 -1
109 370 1
109 402 1
109 409 1
109 421 1
109 431 1
109 453 -1
109 464 3
109 466 3
109 470 1
109 496 1
110 179 3
110 188 -1
110 201 3
110 205 2
110 210 -1
110 272 2
110 301 1
110 320 -1
110 340 -1
110 362 2
110 374 -1
110 400 3
110 421 2
110 435 1
110 468 3
110 487 2
110 493 1
110 500 1
111 134 -1
111 146 3
111 179 3
111 196 -1
111 244 1
111 272 3
111 378 3
111 404 1
111 412 3
111 445 3
111 454 1
111 488 -1
112 115 -1
112 136 -1
112 156 2
112 207 2
112 214 1
112 230 -1
112 236 3
112 237 3
112 270 1
112 279 2
112 287 1
112 307 2
112 366 2
112 454 1
112 492 3
113 120 3
113 138 2
113 172 -1
113 177 -1
113 207 1
113 211 1
113 212 3
113 234 -1
113 327 1
113 355 2
113 384 3
113 385 1
113 419 2
113 447 3
113 479 3
113 497 2
114 180 1
114 183 -1
114 249 2
114 260 3
114 295 2
114 306 2
114 307 1
114 314 1
114 344 2
114 391 2
114 405 1
114 428 1
114 450 2
114 461 2
114 478 1
115 134 -1
115 150 2
115 167 1
115 181 1
115 200 2
115 201 3
115 205 2
115 217 3
115 229 3
115 258 3
115 298 3
115 316 2
115 333 3
115 348 3
115 373 3
115 386 2
115 403 1
115 415 3
115 430 -1
116 130 1
116 137 -1
116 202 1
116 255 2
116 261 1
116 263 1
116 293 3
116 298 3
116 300 -1
116 348 -1
116 349 -1
116 352 3
116 369 -1
116 417 2
116 419 2
116 438 2
116 469 -1
116 490 2
117 134 3
117 147 1
117 165 3
117 212 2
117 231 -1
117 252 2
117 325 2
117 335 3
117 354 1
117 386 1
117 482 -1
117 493 -1
118 133 2
118 205 -1
118 276 3
118 288 1
118 297 2
118 366 -1
118 386 3
118 388 3
118 461 1
119 123 2
119 130 1
119 170 3
119 172 3
119 178 2
119 229 -1
119 240 2
119 253 -1
119 254 1
119 256 3
119 267 2
119 288 1
119 291 3
119 320 3
119 338 3
119 350 1
119 361 3
119 370 -1
119 424 -1
119 425 -1
119 438 1
119 446 -1
120 126 1
120 143 3
120 152 2
120 243 2
120 245 3
120 257 -1
120 330 1
120 334 -1
120 340 2
120 344 3
120 353 2
120 360 1
120 368 1
120 405 1
120 435 3
120 447 2
120 459 3
121 149 -1
121 154 3
121 171 3
121 201 -1
121 215 -1
121 219 1
121 229 3
121 351 3
121 369 2
121 370 1
121 387 1
121 415 -1
121 428 2
121 430 2
121 441 -1
121 470 3
121 487 2
122 127 3
122 152 -1
122 168 -1
122 213 3
122 220 -1
122 235 -1
122 249 -1
122 315 2
122 322 2
122 347 1
122 354 2
122 399 2
122 438 1
122 451 -1
122 452 3
122 458 1
122 485 1
122 497 2
122 499 2
123 128 3
123 130 2
123 134 -1
123 137 3
123 202 1
123 207 3
123 263 1
123 264 1
123 276 3
123 280 -1
123 283 -1
123 291 2
123 342 3
123 357 1
123 365 2
123 386 3
123 409 3
123 423 3
123 439 -1
123 489 -1
124 157 3
124 171 3
124 244 3
124 330 1
124 334 3
124 341 3
124 367 -1
124 369 2
124 371 3
124 381 3
124 428 1
124 429 -1
124 454 3
124 455 -1
124 476 1
124 485 2
125 252 3
125 254 1
125 260 2
