generation,count,mean,std,min,25%,50%,75%,max
117,75,-17369.3333,1857.3058,-20340.0,-18712.0,-17596.0,-15564.0,-14632.0
118,75,-17257.7067,1867.5857,-20340.0,-18656.0,-17252.0,-15564.0,-14620.0
119,75,-17173.8133,1902.1929,-20340.0,-18656.0,-17252.0,-15564.0,-14008.0
120,75,-17074.4533,1882.2629,-20340.0,-18628.0,-17008.0,-15564.0,-14008.0
121,75,-16967.4667,1863.9521,-20340.0,-18296.0,-17008.0,-15430.0,-13920.0
122,75,-16883.6800,1842.0854,-20228.0,-18296.0,-16996.0,-15330.0,-13920.0
123,75,-16782.0267,1844.1555,-20228.0,-18240.0,-16996.0,-15192.0,-13920.0
124,75,-16684.2133,1870.4306,-20128.0,-18168.0,-16996.0,-14842.0,-13864.0
125,75,-16593.8667,1894.7167,-20128.0,-18168.0,-16796.0,-14708.0,-13588.0
126,75,-16483.3067,1920.4589,-20128.0,-18130.0,-16608.0,-14648.0,-13588.0
127,75,-16388.2667,1974.8134,-20128.0,-18108.0,-16608.0,-14620.0,-13132.0
128,75,-16287.8400,1959.1817,-20064.0,-18058.0,-16596.0,-14564.0,-13132.0
129,75,-16180.7467,1998.7206,-20064.0,-17852.0,-16340.0,-14098.0,-13132.0
130,75,-16085.0667,1999.7742,-20064.0,-17580.0,-16296.0,-14026.0,-13132.0
131,75,-15962.6133,2006.6459,-20064.0,-17496.0,-15608.0,-13954.0,-13032.0
132,75,-15868.1600,1986.2163,-20040.0,-17480.0,-15608.0,-13920.0,-13032.0
133,75,-15781.1733,1993.1680,-20040.0,-17296.0,-15564.0,-13832.0,-13032.0
134,75,-15657.7600,1983.1520,-20040.0,-17224.0,-15564.0,-13748.0,-13032.0
135,75,-15549.6000,1942.7502,-19940.0,-16914.0,-15564.0,-13626.0,-13032.0
136,75,-15468.0000,1929.3903,-19032.0,-16914.0,-15564.0,-13620.0,-13032.0
137,75,-15391.6800,1905.3044,-19032.0,-16802.0,-15564.0,-13582.0,-13032.0
138,75,-15308.7467,1909.5556,-19032.0,-16730.0,-15308.0,-13470.0,-12976.0
139,75,-15204.3733,1926.3614,-19032.0,-16680.0,-15308.0,-13198.0,-12876.0
140,76,-15178.7895,1993.8941,-19220,-16713.0,-15308.0,-13129.0,-12876
141,76,-15089.0526,1985.2746,-19220,-16672.0,-15264.0,-13064.0,-12876
142,76,-14991.1053,1894.0379,-18932,-16613.0,-15058.0,-13064.0,-12876
143,76,-14916.0000,1905.4899,-18932,-16596.0,-14930.0,-13032.0,-12820
144,76,-14820.3158,1870.1274,-18932,-16456.0,-14902.0,-13032.0,-12820
145,76,-14719.0000,1807.8301,-18920,-16270.0,-14508.0,-12976.0,-12820
146,76,-14625.0000,1743.9034,-18332,-16228.0,-14508.0,-12976.0,-12820
147,76,-14535.2632,1724.4381,-18332,-16069.0,-14402.0,-12942.0,-12820
148,76,-14441.3684,1660.2325,-18008,-15722.0,-14308.0,-12876.0,-12820
149,76,-14350.6316,1611.6225,-18008,-15575.0,-14224.0,-12876.0,-12820
150,76,-14282.4737,1563.9671,-17744,-15575.0,-14052.0,-12876.0,-12820
151,76,-14214.5789,1496.1530,-17508,-15172.0,-13958.0,-12876.0,-12820
152,76,-14119.3684,1408.5956,-17320,-15108.0,-13908.0,-12876.0,-12820
153,76,-14041.1579,1362.6271,-17320,-15108.0,-13880.0,-12876.0,-12820
154,76,-13967.2632,1310.9249,-17320,-14733.0,-13880.0,-12876.0,-12820
155,76,-13906.5789,1271.3454,-16964,-14360.0,-13852.0,-12876.0,-12820
156,76,-13837.7368,1181.6500,-16664,-14360.0,-13720.0,-12876.0,-12820
157,76,-13750.0526,1164.1660,-16508,-14055.0,-13004.0,-12862.0,-12820
158,76,-13665.0000,1110.3074,-16508,-13908.0,-12876.0,-12820.0,-12720
159,76,-13568.5789,1066.5537,-16508,-13908.0,-12876.0,-12820.0,-12720
160,76,-13476.5263,996.3760,-16308,-13864.0,-12876.0,-12820.0,-12720
161,76,-13404.3158,938.6283,-16220,-13756.0,-12876.0,-12820.0,-12720
162,76,-13302.4737,869.2119,-16208,-13667.0,-12876.0,-12820.0,-12664
163,76,-13216.8947,785.3924,-16108,-13314.0,-12876.0,-12820.0,-12652
164,76,-13116.1053,727.8860,-16108,-13033.0,-12820.0,-12820.0,-12652
165,76,-13053.9474,733.8846,-16108,-12876.0,-12820.0,-12776.0,-12576
166,76,-12997.6842,734.6896,-16108,-12876.0,-12820.0,-12720.0,-12476
167,76,-12942.4211,749.0587,-16108,-12828.0,-12820.0,-12652.0,-12464
168,76,-12899.0526,765.0766,-16108,-12820.0,-12714.0,-12564.0,-12308
169,76,-12845.0000,783.5158,-16108,-12820.0,-12652.0,-12476.0,-12308
170,76,-12804.9474,796.1432,-16108,-12820.0,-12570.0,-12453.0,-12308
171,76,-12771.6316,805.7726,-16108,-12820.0,-12564.0,-12408.0,-12308
172,76,-12739.1579,814.6382,-16108,-12655.0,-12476.0,-12408.0,-12264
173,76,-12696.9474,826.3056,-16108,-12564.0,-12420.0,-12364.0,-12220
174,76,-12663.1053,832.6581,-16108,-12476.0,-12408.0,-12364.0,-12220
175,76,-12633.4211,841.9712,-16108,-12464.0,-12376.0,-12308.0,-12220
176,76,-12591.6316,846.7775,-16108,-12420.0,-12364.0,-12308.0,-12220
177,76,-12571.3158,850.9131,-16108,-12420.0,-12320.0,-12264.0,-12220
178,76,-12556.5789,855.2889,-16108,-12375.0,-12308.0,-12220.0,-12164
