,count,mean,std,min,25%,50%,75%,max
60,409,77.2347,9.4061,65.0,70.0,74.0,88.0,94.0
61,409,77.9902,9.3526,65.0,70.0,75.0,88.0,94.0
62,409,78.709,9.3445,65.0,70.0,77.0,88.0,94.0
63,409,79.4279,9.3963,66.0,70.0,77.0,88.0,94.0
64,409,80.1663,9.279,66.0,70.0,79.0,88.0,94.0
65,410,80.8171,9.2122,67.0,72.0,79.0,88.0,94.0
66,410,81.6463,8.9612,67.0,73.0,82.0,88.0,94.0
67,410,82.4634,8.7751,67.0,73.0,84.0,88.0,94.0
68,410,83.1976,8.5397,69.0,74.25,86.0,88.75,94.0
69,410,83.9829,8.3536,69.0,77.0,88.0,92.0,94.0
70,411,84.6326,7.981,70.0,78.0,88.0,94.0,94.0
71,412,85.3568,7.5304,70.0,79.0,88.0,94.0,94.0
72,413,86.0,7.2104,55.0,80.0,88.0,94.0,94.0
73,413,86.7748,6.828,55.0,81.0,88.0,94.0,94.0
74,413,87.5061,6.0798,55.0,83.0,88.0,94.0,94.0
75,413,88.1429,5.4897,61.0,86.0,88.0,94.0,94.0
76,413,88.7409,5.0731,65.0,87.0,88.0,94.0,94.0
77,413,89.4262,4.5971,69.0,88.0,89.0,94.0,94.0
78,413,90.0944,4.036,79.0,88.0,90.0,94.0,94.0
79,413,90.7167,3.2901,80.0,88.0,91.0,94.0,94.0
80,414,91.2488,2.727,86.0,88.0,92.0,94.0,95.0
81,414,91.7005,2.5846,88.0,88.0,92.0,94.0,95.0
82,415,92.1157,2.4937,88.0,90.0,94.0,94.0,95.0
83,415,92.547,2.3707,88.0,91.0,94.0,94.0,95.0
84,418,92.9187,2.22,88.0,92.0,94.0,94.0,95.0
85,418,93.3612,1.9032,88.0,92.0,94.0,95.0,95.0
86,419,93.8282,1.2956,88.0,94.0,94.0,95.0,95.0
87,420,94.1119,0.9889,92.0,94.0,94.0,95.0,95.0
88,833,91.3866,3.3245,66.0,88.0,92.0,94.0,99.0
89,834,91.3957,3.3329,66.0,88.0,92.0,94.0,99.0
