generation,continent,pool
14,0,-31844*1 -29720*1 -29424*1 -29380*1 -29320*1 -29200*1 -29068*1 -28968*1 -28924*2 -28900*2 -28772*1 -28688*2 -28668*1 -28624*2 -28604*1 -28548*1 -28540*1 -28520*1 -28504*1 -28488*1 -28460*1 -28440*1 -28376*1 -28368*1 -28356*1 -28344*1 -28308*1 -28276*1 -28264*2 -28252*1 -28176*1 -28108*1 -28044*1 -27568*1 -27564*1 -27396*1 -27280*2 -27256*1 -27204*1 -27124*1 -27104*1 -27024*1 -26876*1 -26860*1 -26780*1 -26740*1 -26724*1 -26612*1 -26468*1 -26376*1 -26320*1 -26224*1 -26036*1 -26020*1 -25832*1 -25732*1 -25192*5 -23828*1
15,0,-31844*1 -29412*1 -29380*1 -29260*1 -29240*1 -29200*1 -29068*1 -28968*1 -28924*2 -28900*2 -28688*1 -28668*1 -28624*2 -28604*1 -28548*1 -28540*1 -28520*1 -28460*1 -28440*1 -28376*1 -28368*1 -28356*1 -28308*1 -28276*1 -28264*2 -28252*1 -28212*1 -28176*1 -28108*1 -28044*1 -28036*1 -27852*1 -27736*1 -27568*1 -27564*1 -27396*1 -27280*2 -27244*1 -27204*1 -27124*1 -27104*1 -27024*1 -26996*1 -26860*1 -26780*1 -26740*1 -26724*1 -26612*1 -26468*1 -26376*1 -26224*1 -26200*1 -26036*1 -26020*1 -25920*1 -25832*1 -25732*1 -25192*5 -23828*1
16,0,-31280*1 -29412*1 -29240*1 -29200*1 -29068*1 -29032*1 -28968*1 -28924*2 -28900*1 -28688*1 -28668*1 -28652*1 -28624*2 -28604*1 -28548*1 -28540*1 -28520*1 -28460*1 -28440*1 -28376*1 -28356*1 -28308*1 -28276*1 -28264*1 -28232*1 -28212*1 -28176*1 -28108*1 -28072*1 -28044*1 -27920*2 -27736*1 -27472*1 -27324*1 -27280*2 -27248*1 -27244*1 -27124*1 -27076*1 -27024*1 -26996*1 -26860*1 -26848*1 -26780*1 -26740*1 -26724*1 -26612*1 -26468*1 -26424*1 -26376*1 -26232*1 -26224*1 -26200*1 -26036*1 -26020*1 -25920*1 -25832*1 -25732*1 -25192*5 -23828*1
17,0,-31280*1 -29288*1 -29240*1 -29200*1 -29068*1 -28980*1 -28924*1 -28900*1 -28688*1 -28668*1 -28652*1 -28624*2 -28604*1 -28540*1 -28520*1 -28468*1 -28460*1 -28376*1 -28364*2 -28356*1 -28308*1 -28276*1 -28264*1 -28176*1 -28108*1 -28044*1 -27920*1 -27708*1 -27492*2 -27472*1 -27308*1 -27292*1 -27280*2 -27248*1 -27180*1 -27176*1 -27124*1 -27028*1 -27024*1 -26996*1 -26860*1 -26848*1 -26740*1 -26724*1 -26688*1 -26612*1 -26520*1 -26468*1 -26424*1 -26376*1 -26232*1 -26200*1 -26036*1 -26020*1 -25920*1 -25832*1 -25732*1 -25652*1 -25192*5 -23828*1
18,0,-31280*1 -29288*1 -29240*1 -29200*1 -29068*1 -28980*1 -28924*1 -28732*1 -28668*1 -28652*1 -28624*2 -28604*1 -28540*1 -28468*1 -28460*1 -28364*2 -28356*1 -28276*1 -28264*1 -28184*1 -28176*1 -28112*1 -28108*1 -28044*1 -28036*1 -27920*1 -27708*1 -27704*1 -27492*1 -27292*1 -27280*2 -27248*1 -27180*1 -27176*1 -27132*1 -27124*1 -27028*2 -27024*1 -26996*1 -26860*1 -26848*1 -26776*1 -26724*1 -26612*2 -26520*1 -26468*1 -26424*1 -26376*1 -26232*1 -26200*1 -26036*1 -26032*1 -26020*1 -25920*1 -25732*1 -25652*1 -25192*6 -23828*1
19,0,-31280*1 -29240*1 -29200*1 -29068*1 -28980*1 -28732*1 -28668*1 -28624*2 -28604*1 -28540*1 -28460*1 -28364*2 -28356*1 -28268*1 -28232*1 -28184*1 -28108*1 -28044*1 -28036*1 -27932*1 -27920*1 -27800*1 -27792*1 -27736*1 -27704*1 -27492*1 -27336*1 -27292*1 -27280*2 -27248*1 -27180*1 -27176*1 -27132*1 -27124*1 -27036*1 -27028*1 -27024*1 -26996*1 -26860*1 -26856*1 -26812*1 -26776*1 -26612*2 -26520*1 -26468*1 -26464*1 -26424*1 -26232*1 -26200*1 -26176*1 -26068*1 -26036*1 -26032*1 -25920*1 -25652*1 -25620*1 -25392*1 -25192*6 -23828*1
20,0,-31280*1 -29032*1 -28852*1 -28800*1 -28780*1 -28732*1 -28668*1 -28624*2 -28604*1 -28540*1 -28460*1 -28364*2 -28356*1 -28232*1 -28208*1 -28184*1 -28108*1 -28044*1 -27976*1 -27932*1 -27920*1 -27792*1 -27736*1 -27704*1 -27336*1 -27292*1 -27280*2 -27240*1 -27180*1 -27176*1 -27168*1 -27132*1 -27036*1 -27024*1 -27012*1 -26996*1 -26968*1 -26860*1 -26856*1 -26812*1 -26776*1 -26704*1 -26612*2 -26468*1 -26424*1 -26336*1 -26200*1 -26176*1 -26072*1 -26036*2 -26032*1 -25920*1 -25812*1 -25652*1 -25392*1 -25192*6 -24572*1 -23828*1
21,0,-31280*1 -28852*1 -28780*1 -28732*1 -28624*2 -28604*1 -28588*1 -28540*1 -28536*1 -28364*2 -28332*1 -28256*1 -28232*1 -28184*1 -28044*1 -27996*1 -27932*1 -27832*1 -27792*1 -27780*1 -27748*1 -27736*1 -27704*1 -27336*1 -27292*1 -27280*2 -27248*1 -27240*1 -27180*1 -27176*1 -27168*1 -27132*1 -27036*1 -27024*1 -27012*1 -26996*1 -26968*1 -26856*1 -26832*1 -26812*1 -26776*1 -26704*1 -26612*2 -26468*1 -26424*1 -26336*1 -26200*1 -26176*1 -26032*1 -25920*1 -25812*1 -25732*1 -25652*1 -25416*1 -25400*1 -25392*1 -25192*5 -24636*1 -24572*1 -23828*1
22,0,-31016*1 -28812*1 -28780*1 -28624*2 -28604*1 -28588*1 -28536*1 -28412*1 -28364*2 -28344*1 -28332*1 -28256*1 -28232*1 -28184*1 -28044*1 -27996*1 -27932*1 -27832*1 -27748*1 -27620*1 -27372*1 -27336*1 -27292*1 -27280*1 -27248*1 -27240*1 -27232*1 -27212*1 -27180*1 -27176*1 -27168*1 -27132*1 -27036*1 -27024*1 -26996*1 -26968*1 -26864*1 -26856*1 -26836*1 -26832*1 -26812*1 -26704*1 -26612*2 -26424*1 -26336*1 -26332*1 -26200*1 -26176*1 -26076*1 -26032*1 -25920*1 -25812*1 -25732*1 -25652*1 -25416*1 -25400*1 -25392*1 -25192*5 -24636*1 -24572*1 -23828*1
23,0,-30220*1 -28812*1 -28648*1 -28624*2 -28588*1 -28364*2 -28344*2 -28256*1 -28232*1 -28184*1 -28064*1 -28044*1 -27996*1 -27748*1 -27744*1 -27620*1 -27380*1 -27372*1 -27336*1 -27292*1 -27248*1 -27240*2 -27232*1 -27212*1 -27180*1 -27176*1 -27168*1 -27132*1 -27076*1 -27036*1 -27024*1 -26980*1 -26968*1 -26864*1 -26856*1 -26836*1 -26832*1 -26812*1 -26704*1 -26676*1 -26612*2 -26424*1 -26336*1 -26332*1 -26200*1 -26176*1 -25948*1 -25920*1 -25812*1 -25748*1 -25732*1 -25652*1 -25416*1 -25400*1 -25392*1 -25192*4 -25144*1 -24636*1 -23828*2
24,0,-30088*1 -28812*1 -28648*1 -28624*2 -28556*1 -28364*1 -28344*2 -28256*1 -28232*1 -28184*1 -28064*1 -27768*1 -27744*1 -27728*1 -27620*1 -27336*1 -27308*1 -27252*1 -27248*1 -27240*2 -27232*1 -27212*1 -27180*1 -27176*1 -27136*1 -27132*1 -27096*1 -27076*1 -27068*1 -27036*1 -26980*1 -26968*1 -26864*1 -26856*1 -26836*1 -26832*1 -26812*1 -26704*1 -26676*1 -26612*2 -26468*1 -26424*1 -26336*1 -26332*1 -26312*1 -26200*1 -26176*1 -25948*1 -25920*1 -25812*1 -25748*1 -25732*1 -25652*1 -25416*1 -25400*1 -25392*1 -25192*3 -25144*1 -24700*1 -24068*1 -23828*2
25,0,-29312*1 -28736*1 -28464*1 -28408*1 -28344*1 -28272*1 -28256*1 -28232*1 -28184*1 -27916*1 -27784*1 -27780*2 -27768*1 -27744*1 -27728*1 -27620*1 -27308*1 -27252*1 -27248*1 -27240*2 -27232*1 -27212*1 -27180*1 -27176*1 -27136*1 -27132*1 -27096*1 -27036*1 -26980*2 -26968*1 -26836*1 -26832*1 -26812*1 -26704*1 -26676*1 -26612*1 -26548*1 -26464*1 -26388*1 -26336*1 -26332*1 -26328*1 -26312*1 -26200*2 -25948*1 -25920*1 -25812*1 -25748*1 -25732*1 -25708*1 -25660*1 -25652*1 -25416*1 -25400*1 -25392*1 -25192*3 -25144*1 -25096*1 -24700*1 -23828*2 -23584*1
26,0,-28736*1 -28464*1 -28408*1 -28392*1 -28344*1 -28272*1 -28256*1 -28184*1 -27916*1 -27780*1 -27768*1 -27744*1 -27728*1 -27660*1 -27620*1 -27536*1 -27308*1 -27252*1 -27248*1 -27240*2 -27180*1 -27176*1 -27136*1 -27132*1 -27096*1 -27036*1 -27032*1 -26980*2 -26968*1 -26836*1 -26832*1 -26812*1 -26704*1 -26676*1 -26612*1 -26568*1 -26464*1 -26388*1 -26328*1 -26200*2 -26068*1 -26012*1 -25964*1 -25948*1 -25920*1 -25836*1 -25812*1 -25748*1 -25732*1 -25708*1 -25676*1 -25660*1 -25652*1 -25400*1 -25192*3 -25144*1 -25096*1 -24732*1 -24700*1 -24564*1 -23828*2 -23584*1
27,0,-28736*1 -28408*1 -28392*1 -28344*1 -28256*1 -28204*1 -28184*1 -28064*1 -27916*1 -27780*1 -27768*1 -27660*1 -27536*1 -27524*1 -27308*1 -27252*1 -27248*1 -27240*2 -27180*1 -27176*1 -27148*1 -27136*1 -27132*1 -27096*1 -27036*1 -27032*1 -26980*2 -26968*1 -26832*1 -26812*1 -26808*1 -26612*1 -26568*1 -26468*1 -26464*1 -26328*1 -26200*2 -26152*1 -26068*1 -26012*2 -25968*1 -25964*1 -25920*1 -25836*1 -25812*1 -25748*1 -25732*1 -25708*1 -25676*1 -25652*1 -25400*1 -25304*1 -25192*3 -25144*1 -25096*1 -24976*1 -24732*1 -24700*1 -24564*1 -23828*1 -23584*2
28,0,-28524*1 -28380*1 -28344*1 -28256*1 -28204*1 -28184*1 -28064*1 -28008*1 -27916*1 -27780*1 -27660*1 -27536*1 -27524*1 -27320*1 -27308*1 -27252*1 -27248*1 -27240*2 -27180*1 -27176*1 -27136*1 -27132*1 -27104*1 -27096*1 -27036*1 -27032*1 -26980*1 -26968*1 -26832*1 -26812*1 -26808*1 -26612*1 -26568*1 -26468*1 -26336*1 -26328*1 -26200*2 -26152*1 -26012*2 -26004*1 -25920*1 -25812*1 -25748*1 -25744*1 -25652*1 -25516*1 -25464*1 -25416*1 -25400*1 -25372*1 -25304*1 -25212*1 -25192*3 -25168*1 -25144*1 -25096*1 -24732*1 -24700*1 -24332*1 -23828*1 -23584*3
29,0,-28524*1 -28380*1 -28344*1 -28256*1 -28204*1 -28064*1 -28008*1 -27948*1 -27916*1 -27660*1 -27536*1 -27524*1 -27320*1 -27308*1 -27248*1 -27240*2 -27176*1 -27104*1 -27096*1 -27036*2 -27032*1 -26980*1 -26968*1 -26832*1 -26812*1 -26652*1 -26612*2 -26596*1 -26372*1 -26336*1 -26328*1 -26200*2 -26152*1 -26012*1 -25996*1 -25992*1 -25920*1 -25900*1 -25824*1 -25812*1 -25764*1 -25748*1 -25744*1 -25652*1 -25516*1 -25464*1 -25416*1 -25400*1 -25372*1 -25304*1 -25212*1 -25192*3 -25144*1 -25096*1 -24732*1 -24700*1 -24504*1 -23916*1 -23584*4
30,0,-28524*1 -28380*1 -28344*1 -28256*1 -28204*1 -28008*1 -27948*2 -27524*2 -27240*2 -27116*1 -27104*1 -27100*1 -27096*1 -27056*1 -27036*2 -27020*1 -26980*1 -26864*1 -26824*1 -26812*1 -26780*1 -26708*1 -26612*2 -26372*1 -26348*1 -26336*1 -26328*1 -26200*1 -26180*1 -26152*1 -26012*1 -25996*1 -25992*1 -25968*1 -25920*1 -25900*1 -25812*1 -25764*1 -25748*1 -25744*1 -25704*1 -25652*1 -25556*1 -25516*1 -25464*1 -25416*1 -25400*1 -25372*1 -25304*1 -25212*1 -25192*3 -25144*1 -25096*1 -24732*1 -24700*1 -24504*1 -23916*1 -23584*3 -22992*1
31,0,-28332*1 -28256*1 -28204*1 -28156*1 -28056*1 -28008*1 -27948*2 -27412*1 -27404*1 -27196*1 -27144*1 -27116*1 -27096*1 -27092*1 -27056*1 -27036*2 -26980*1 -26864*1 -26824*1 -26792*1 -26780*1 -26700*1 -26612*1 -26600*1 -26372*1 -26348*1 -26336*1 -26328*1 -26200*1 -26152*1 -26132*1 -26072*1 -26012*1 -25996*1 -25968*1 -25936*1 -25920*1 -25812*1 -25764*1 -25748*1 -25744*1 -25704*1 -25652*1 -25644*1 -25556*1 -25516*1 -25416*1 -25400*1 -25372*1 -25336*1 -25304*1 -25212*1 -25192*3 -25144*1 -25096*1 -24828*1 -24732*1 -24504*2 -23584*3 -23356*1 -22992*1
32,0,-28256*1 -28220*1 -28060*1 -28008*1 -27948*1 -27668*1 -27424*1 -27412*1 -27196*1 -27144*1 -27116*1 -27096*1 -27092*1 -27056*1 -27052*1 -27036*2 -26864*1 -26824*1 -26812*1 -26792*1 -26780*1 -26700*1 -26600*1 -26372*1 -26348*1 -26336*1 -26328*1 -26276*1 -26200*1 -26132*1 -26100*1 -26012*1 -25944*1 -25936*1 -25920*1 -25812*1 -25772*1 -25724*1 -25704*1 -25652*1 -25644*1 -25592*1 -25556*1 -25516*1 -25416*1 -25400*1 -25372*1 -25336*2 -25304*1 -25212*1 -25200*1 -25192*3 -25144*1 -25096*1 -25020*1 -24828*1 -24732*1 -24504*2 -23584*3 -23356*1 -22992*1
33,0,-28060*1 -28008*1 -27668*1 -27636*1 -27424*1 -27412*1 -27188*1 -27136*1 -27096*1 -27092*1 -27056*1 -27052*1 -27036*2 -26864*1 -26812*1 -26792*1 -26780*1 -26760*1 -26752*1 -26692*1 -26600*1 -26576*1 -26348*1 -26336*1 -26276*1 -26244*1 -26164*1 -26136*1 -26132*1 -26100*1 -25944*1 -25936*1 -25812*1 -25724*1 -25704*1 -25652*1 -25648*1 -25644*1 -25592*1 -25564*1 -25556*1 -25516*1 -25400*2 -25372*1 -25336*2 -25324*1 -25304*1 -25212*1 -25192*3 -25148*1 -25144*1 -25096*1 -25020*1 -24828*1 -24732*1 -24504*2 -24460*1 -23584*3 -23356*1 -22992*1
34,0,-28060*1 -27636*1 -27584*1 -27520*1 -27424*1 -27412*1 -27188*1 -27136*1 -27092*1 -27036*2 -27028*1 -26864*1 -26812*1 -26792*1 -26780*1 -26752*1 -26704*1 -26692*1 -26600*1 -26576*1 -26560*1 -26336*1 -26276*1 -26244*1 -26164*1 -26136*1 -26132*1 -26008*1 -25944*1 -25936*1 -25832*1 -25812*1 -25724*1 -25692*1 -25652*1 -25648*1 -25592*1 -25564*1 -25556*2 -25516*1 -25400*2 -25372*1 -25336*2 -25324*2 -25212*1 -25192*3 -25096*1 -25020*1 -24860*1 -24828*1 -24732*1 -24696*1 -24504*2 -24460*2 -23584*3 -23356*1 -22992*1
35,0,-27744*1 -27636*1 -27584*1 -27520*1 -27424*1 -27136*1 -27092*1 -27036*2 -27028*1 -26864*1 -26792*1 -26780*1 -26704*1 -26652*1 -26636*1 -26576*1 -26560*1 -26388*1 -26344*1 -26336*1 -26264*1 -26244*1 -26164*1 -26132*1 -26008*2 -25936*1 -25832*2 -25812*1 -25776*1 -25724*1 -25692*1 -25652*1 -25648*1 -25592*1 -25564*1 -25556*2 -25516*1 -25400*1 -25372*1 -25344*1 -25336*2 -25324*2 -25212*1 -25192*3 -25020*1 -24860*1 -24828*1 -24732*1 -24696*1 -24504*2 -24460*3 -24260*1 -23584*3 -23356*1 -22992*1
36,0,-27636*1 -27424*1 -27224*1 -27136*1 -27036*2 -27032*1 -27004*1 -26864*1 -26792*1 -26704*1 -26652*1 -26636*1 -26560*1 -26508*1 -26452*1 -26388*1 -26344*1 -26264*1 -26248*1 -26244*1 -26132*1 -26008*1 -25936*1 -25844*1 -25832*2 -25812*1 -25776*1 -25772*1 -25728*1 -25724*1 -25652*1 -25648*1 -25576*1 -25556*2 -25516*1 -25400*1 -25372*1 -25344*1 -25336*2 -25324*2 -25212*1 -25192*3 -25020*1 -25016*1 -24956*1 -24948*1 -24860*1 -24828*1 -24732*1 -24696*1 -24504*1 -24460*3 -24372*1 -24260*1 -23584*3 -23356*1 -22992*1
37,0,-27260*1 -27136*1 -27036*2 -27032*1 -27004*1 -26892*1 -26772*1 -26756*1 -26704*1 -26636*1 -26508*1 -26452*1 -26412*1 -26388*1 -26344*1 -26264*1 -26248*1 -26244*1 -26132*1 -26008*1 -25996*1 -25960*1 -25936*1 -25844*1 -25832*1 -25812*1 -25776*1 -25772*1 -25676*1 -25652*1 -25648*1 -25576*1 -25556*1 -25484*1 -25400*1 -25372*1 -25344*1 -25336*2 -25324*2 -25280*1 -25212*1 -25192*3 -25176*1 -25060*1 -25016*1 -24860*1 -24828*1 -24696*1 -24664*1 -24660*1 -24528*1 -24504*1 -24460*3 -24372*1 -24360*1 -24260*1 -23584*3 -23356*1 -22992*1
38,0,-27260*1 -27036*2 -27032*1 -26756*1 -26704*1 -26696*1 -26508*1 -26504*1 -26452*1 -26412*1 -26388*1 -26368*1 -26344*1 -26264*1 -26248*1 -26244*1 -26132*1 -26008*1 -25960*1 -25832*1 -25812*1 -25772*1 -25724*1 -25676*1 -25652*1 -25616*1 -25604*1 -25576*1 -25556*1 -25484*1 -25472*1 -25400*1 -25392*1 -25372*2 -25344*1 -25324*2 -25280*1 -25212*1 -25192*3 -25176*1 -25160*1 -25060*1 -25016*1 -24828*1 -24712*1 -24696*1 -24664*1 -24660*1 -24604*1 -24528*1 -24460*3 -24372*1 -24360*1 -24328*1 -24260*1 -23880*1 -23584*2 -23356*1 -23136*1 -22992*1
